vehicle_id,timestamp,day_of_week,hour,minute,source_junction,destination_junction,distance,lane_count,vehicle_speed,congestion_score,signal_phase,travel_time
85641,85719,6,7,48,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,20.68,8.33,2,14.0
85680,85724,6,7,48,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,16.26,14.76,2,31.0
85581,85733,6,7,48,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,9.17,0.0,6,111.0
85592,85743,6,7,49,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,906.97,2,11.81,50.18,0,137.0
85646,85751,6,7,49,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.7,0.75,0,5.0
85576,85751,6,7,49,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,2138.3,2,27.92,7.29,0,104.0
85620,85762,6,7,49,cluster_3650501033_3650501039,3691364000,1832.55,1,26.75,0.0,0,141.0
85700,85779,6,7,49,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.84,0.75,2,49.0
85715,85781,6,7,49,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.38,2.25,2,37.0
85679,85783,6,7,49,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.47,2.25,2,31.0
85681,85784,6,7,49,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.4,2.25,2,23.0
85660,85785,6,7,49,3673163458,3713300768,47.1,1,7.63,0.0,2,20.0
85743,85789,6,7,49,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.6,2.25,2,21.0
85528,85791,6,7,49,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.15,10.76,2,19.0
85688,85801,6,7,50,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.35,20.27,2,17.0
85653,85816,6,7,50,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3713300554_3713300555_3713300572,2167.69,1,6.38,0.0,0,120.0
85784,85821,6,7,50,3778150947,cluster_3673120471_3778155308_8865441836_8865441838,471.38,2,21.78,3.0,0,36.0
85788,85824,6,7,50,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.17,3.0,0,16.0
85786,85826,6,7,50,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.19,3.0,0,16.0
85700,85839,6,7,50,cluster_3673120471_3778155308_8865441836_8865441838,3778150947,470.67,2,5.01,0.0,0,60.0
85815,85841,6,7,50,315917050,cluster_13329900199_13329917155_13430754915_13430754916_#3more,239.12,1,25.12,0.75,0,25.0
85753,85869,6,7,51,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.47,33.68,2,62.0
85849,85899,6,7,51,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,20.93,0.75,0,13.0
85786,85901,6,7,51,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.5,0.75,0,75.0
85829,85914,6,7,51,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.82,1.5,0,30.0
85834,85916,6,7,51,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.58,1.5,0,16.0
85855,85918,6,7,51,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.91,1.5,1,6.0
85818,85955,6,7,52,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,889.93,2,9.42,1.5,2,42.0
85885,85962,6,7,52,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.6,0.0,0,15.0
85880,85972,6,7,52,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.95,1.5,0,13.0
85920,85985,6,7,53,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,21.93,8.33,0,13.0
85859,85989,6,7,53,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,21.06,8.33,0,12.0
85818,86005,6,7,53,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.68,14.17,2,50.0
85909,86007,6,7,53,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.85,14.17,2,12.0
85951,86009,6,7,53,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.42,14.17,2,7.0
85891,86011,6,7,53,3673163458,3713300768,47.1,1,8.37,8.7,0,2.0
86006,86024,6,7,53,315917050,cluster_13329900199_13329917155_13430754915_13430754916_#3more,239.12,1,24.96,0.0,0,17.0
85881,86034,6,7,53,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,13.67,0.0,0,82.0
85941,86035,6,7,53,cluster_3673120471_3778155308_8865441836_8865441838,cluster_13329900199_13329917155_13430754915_13430754916_#3more,448.94,1,8.64,0.0,0,67.0
85921,86039,6,7,53,3673163458,cluster_3713300554_3713300555_3713300572,1320.58,1,5.21,0.0,7,99.0
86006,86051,6,7,54,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,21.15,10.48,0,27.0
85956,86053,6,7,54,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,11.52,10.48,0,35.0
85962,86055,6,7,54,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.58,10.48,0,26.0
85960,86057,6,7,54,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.94,10.48,0,23.0
85909,86076,6,7,54,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,13.45,0.0,0,69.0
85971,86094,6,7,54,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.04,23.55,0,54.0
86009,86096,6,7,54,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.98,23.55,0,31.0
86025,86098,6,7,54,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.57,23.55,0,6.0
86073,86120,6,7,55,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,16.88,29.97,1,32.0
86086,86148,6,7,55,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,10.96,0.0,0,39.0
86015,86163,6,7,56,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,12.05,0.0,0,90.0
86124,86174,6,7,56,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,20.24,17.05,0,18.0
86141,86218,6,7,56,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,20.36,0.75,0,4.0
86100,86224,6,7,57,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,889.93,2,11.15,44.2,2,46.0
86126,86231,6,7,57,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.02,4.97,0,42.0
86164,86246,6,7,57,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.09,8.17,2,13.0
86183,86261,6,7,57,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.25,9.5,2,15.0
86075,86267,6,7,57,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,11.77,0.0,0,111.0
86100,86272,6,7,57,3673163458,3713300768,47.1,1,8.04,0.0,0,48.0
86203,86295,6,7,58,cluster_3673120471_3778155308_8865441836_8865441838,3713300479,552.1,1,5.64,0.0,2,71.0
86166,86297,6,7,58,cluster_3713300554_3713300555_3713300572,3673163458,1483.88,2,9.89,25.9,0,130.0
86261,86301,6,7,58,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,17.2,12.24,2,29.0
86166,86301,6,7,58,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.81,12.24,2,4.0
86199,86320,6,7,58,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.0,36.01,3,58.0
86188,86322,6,7,58,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.53,43.02,3,54.0
86205,86323,6,7,58,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.3,43.02,0,43.0
86241,86325,6,7,58,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.31,43.02,0,39.0
86271,86332,6,7,58,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,26.32,3.75,0,29.0
86292,86342,6,7,59,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,24.84,3.0,0,31.0
86166,86354,6,7,59,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,15.08,0.0,0,53.0
86235,86362,6,7,59,3673163458,3713300768,47.1,1,6.72,0.0,0,34.0
86283,86363,6,7,59,cluster_3673120471_3778155308_8865441836_8865441838,3691364000,891.55,1,28.45,0.0,0,71.0
86162,86368,6,7,59,cluster_3713300554_3713300555_3713300572,3713300479,2095.26,1,6.86,0.0,0,197.0
86350,86379,6,7,59,3691364000,3786062250,84.76,1,12.98,0.0,0,12.0
86364,86383,6,7,59,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.54,47.25,2,5.0
86286,86409,6,8,0,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.89,54.5,0,45.0
86308,86411,6,8,0,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.22,3.75,0,42.0
86295,86413,6,8,0,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.43,3.75,0,35.0
86258,86418,6,8,0,cluster_3713300554_3713300555_3713300572,3691364000,2224.34,1,25.16,0.0,0,154.0
86401,86447,6,8,0,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.46,2.25,0,15.0
86418,86450,6,8,0,cluster_315917052_3714581276,cluster_13329900199_13329917155_13430754915_13430754916_#3more,256.24,1,25.37,0.0,0,31.0
86276,86454,6,8,0,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.84,0.75,0,53.0
86414,86476,6,8,1,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,889.93,2,11.05,10.23,0,42.0
86414,86480,6,8,1,3673163458,3713300768,47.1,1,7.01,0.0,2,4.0
86449,86485,6,8,1,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,15.17,14.33,2,31.0
86421,86503,6,8,1,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.01,59.75,3,16.0
86405,86504,6,8,1,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.25,59.75,3,15.0
86448,86527,6,8,2,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.0,1.5,0,17.0
86461,86536,6,8,2,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,906.97,2,29.64,2.25,0,62.0
86425,86537,6,8,2,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,20.64,2.25,0,12.0
86413,86544,6,8,2,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.22,2.25,0,49.0
86442,86546,6,8,2,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.1,2.25,0,46.0
86471,86548,6,8,2,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.09,2.25,1,7.0
86493,86564,6,8,2,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,17.52,8.96,2,27.0
86276,86575,6,8,2,cluster_3673120471_3778155308_8865441836_8865441838,cluster_13329900199_13329917155_13430754915_13430754916_#3more,890.37,1,22.43,10.58,1,121.0
86468,86589,6,8,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.84,47.28,2,62.0
86508,86598,6,8,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,22.49,77.34,0,12.0
86559,86602,6,8,3,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,27.03,1.5,0,32.0
86442,86615,6,8,3,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.89,0.0,0,69.0
86413,86618,6,8,3,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,10.58,0.0,0,74.0
86471,86621,6,8,3,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,11.3,4.48,0,73.0
86558,86628,6,8,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.49,1.5,2,49.0
86544,86631,6,8,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.41,18.77,2,45.0
86542,86632,6,8,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.62,18.77,2,6.0
86554,86634,6,8,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.81,18.77,2,5.0
86468,86635,6,8,3,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,4.93,0.0,2,46.0
86556,86637,6,8,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.12,18.77,2,4.0
86612,86641,6,8,4,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.44,24.93,2,4.0
86470,86660,6,8,4,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.53,35.41,0,48.0
86543,86662,6,8,4,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.06,6.0,0,32.0
86665,86676,6,8,4,3691363982,3786062250,41.61,1,6.74,0.0,0,10.0
86413,86679,6,8,4,3778155323,cluster_13329900199_13329917155_13430754915_13430754916_#3more,470.75,1,24.85,0.0,2,61.0
86626,86704,6,8,5,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.51,24.32,2,42.0
86669,86727,6,8,5,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.02,46.1,3,5.0
86572,86749,6,8,5,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.69,0.75,0,65.0
86651,86751,6,8,5,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.86,2.25,0,64.0
86519,86753,6,8,5,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.76,2.25,0,56.0
86625,86757,6,8,5,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.35,2.25,0,45.0
86626,86758,6,8,5,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.38,0.0,0,54.0
86626,86764,6,8,6,3778155323,cluster_13329900199_13329917155_13430754915_13430754916_#3more,29.32,1,9.79,33.96,0,6.0
86734,86764,6,8,6,cluster_315917052_3714581276,cluster_13329900199_13329917155_13430754915_13430754916_#3more,256.24,1,24.51,33.96,0,29.0
86635,86773,6,8,6,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.12,3.0,2,13.0
86724,86781,6,8,6,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.95,4.5,2,13.0
86734,86792,6,8,6,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,13.19,27.33,0,28.0
86680,86794,6,8,6,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.3,27.33,0,46.0
86642,86796,6,8,6,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.66,27.33,0,25.0
86688,86798,6,8,6,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.95,27.33,0,7.0
86743,86817,6,8,6,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.09,3.0,1,4.0
86769,86817,6,8,6,cluster_13329900199_13329917155_13430754915_13430754916_#3more,3778150947,444.88,2,5.6,0.0,0,44.0
86703,86822,6,8,7,cluster_13329900199_13329917155_13430754915_13430754916_#3more,3713300479,967.78,1,7.61,32.21,2,77.0
86635,86823,6,8,7,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.12,0.0,0,50.0
86774,86824,6,8,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.78,4.5,2,4.0
86663,86840,6,8,7,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1467.44,1,13.68,0.0,6,81.0
86754,86840,6,8,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.26,16.08,2,5.0
86706,86849,6,8,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.83,53.59,2,62.0
86745,86851,6,8,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.95,80.72,2,56.0
86700,86853,6,8,7,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,889.93,2,3.7,5.96,2,59.0
86692,86853,6,8,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.51,80.72,2,46.0
86755,86864,6,8,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,20.61,88.03,0,13.0
86776,86867,6,8,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.87,88.03,0,12.0
86831,86874,6,8,7,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,19.38,5.25,0,33.0
86803,86883,6,8,8,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.95,5.25,0,14.0
86786,86894,6,8,8,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.61,2.25,2,52.0
86700,86894,6,8,8,3673163458,3713300768,47.1,1,7.62,0.0,0,41.0
86794,86899,6,8,8,3673163458,3713300768,47.1,1,7.98,0.0,0,4.0
86692,86905,6,8,8,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,5.71,0.0,2,52.0
86849,86908,6,8,8,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,17.53,7.79,2,29.0
86891,86941,6,8,9,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,16.69,1.5,1,35.0
86789,86941,6,8,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.13,1.5,1,36.0
86763,86945,6,8,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.53,1.5,2,37.0
86889,86970,6,8,9,3778150947,cluster_3673120471_3778155308_8865441836_8865441838,471.38,2,10.94,17.46,2,52.0
86911,86976,6,8,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.72,22.87,2,16.0
86894,86978,6,8,9,3778150947,cluster_3673120471_3778155308_8865441836_8865441838,471.38,2,5.55,22.87,2,56.0
86942,86985,6,8,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.16,55.32,3,32.0
86919,86988,6,8,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.96,55.32,0,5.0
86926,86995,6,8,9,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,2.88,10.71,0,39.0
86920,86999,6,8,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.29,10.71,0,5.0
86881,87026,6,8,10,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,9.33,0.0,0,94.0
86946,87042,6,8,10,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,24.14,33.33,0,11.0
86960,87054,6,8,10,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,25.73,0.75,0,29.0
87024,87066,6,8,11,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.05,0.75,0,23.0
86945,87074,6,8,11,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.06,0.75,2,57.0
86856,87075,6,8,11,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,13.62,0.0,0,126.0
87019,87094,6,8,11,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.79,6.63,2,4.0
87063,87095,6,8,11,cluster_315917052_3714581276,cluster_13329900199_13329917155_13430754915_13430754916_#3more,256.24,1,21.64,5.46,0,31.0
86958,87119,6,8,11,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.04,22.71,0,55.0
87064,87120,6,8,12,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,21.2,22.71,0,30.0
87033,87121,6,8,12,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.75,8.29,0,31.0
86961,87123,6,8,12,3786062250,cluster_3713300554_3713300555_3713300572,2073.45,1,5.64,0.0,0,114.0
87063,87126,6,8,12,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,23.28,8.29,0,31.0
87073,87128,6,8,12,3778150947,cluster_3673120471_3778155308_8865441836_8865441838,471.38,2,22.99,8.29,0,28.0
87066,87144,6,8,12,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.94,14.07,2,13.0
87056,87164,6,8,12,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.76,7.88,2,47.0
87094,87166,6,8,12,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.54,7.88,2,21.0
87153,87189,6,8,13,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.2,1.5,0,5.0
87093,87191,6,8,13,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.97,3.0,0,4.0
87082,87193,6,8,13,3691364000,3691363982,100.15,1,5.52,0.0,0,12.0
87115,87198,6,8,13,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,906.97,2,16.84,3.0,1,73.0
87124,87200,6,8,13,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,906.97,2,14.64,3.0,1,68.0
87065,87209,6,8,13,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.55,3.0,2,65.0
87179,87209,6,8,13,cluster_315917052_3714581276,cluster_13329900199_13329917155_13430754915_13430754916_#3more,256.24,1,26.61,24.92,0,29.0
87111,87211,6,8,13,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.57,22.6,2,39.0
87149,87214,6,8,13,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,3.62,22.6,2,31.0
87140,87238,6,8,13,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.98,73.37,2,14.0
87179,87252,6,8,14,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,5.54,2.25,0,43.0
87192,87256,6,8,14,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,13.55,2.25,0,32.0
87222,87268,6,8,14,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,12.79,0.75,1,35.0
87201,87272,6,8,14,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,5.66,10.41,0,32.0
87174,87313,6,8,15,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,906.97,2,14.23,25.21,2,119.0
87161,87314,6,8,15,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.96,25.21,2,15.0
87175,87319,6,8,15,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.37,25.21,2,16.0
87216,87325,6,8,15,3673163458,3713300768,47.1,1,6.07,0.0,3,16.0
87264,87345,6,8,15,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.84,49.71,3,19.0
87221,87359,6,8,15,3713300479,cluster_3713300554_3713300555_3713300572,1940.97,1,5.26,20.6,0,125.0
87201,87366,6,8,16,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,9.24,27.25,6,94.0
87285,87389,6,8,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.04,0.0,2,53.0
87204,87391,6,8,16,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,12.14,3.28,0,101.0
87271,87391,6,8,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.46,1.5,2,29.0
87250,87400,6,8,16,3691364000,3691363982,100.15,1,7.32,0.0,0,17.0
87181,87410,6,8,16,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3713300554_3713300555_3713300572,2299.36,1,8.37,0.0,5,144.0
87331,87413,6,8,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.02,1.5,0,16.0
87346,87416,6,8,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.06,1.5,0,15.0
87219,87418,6,8,16,3691364000,3786062250,84.76,1,11.61,0.0,0,12.0
87323,87434,6,8,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.88,15.38,2,46.0
87329,87436,6,8,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.06,15.38,2,34.0
87371,87438,6,8,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.39,15.38,2,7.0
87313,87440,6,8,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.93,15.38,2,6.0
87348,87441,6,8,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.1,33.14,2,5.0
87364,87455,6,8,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.83,46.27,2,4.0
87280,87460,6,8,17,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,7.07,0.0,6,95.0
87335,87466,6,8,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.62,69.83,3,5.0
87402,87473,6,8,17,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,13.17,6.75,0,29.0
87386,87478,6,8,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.33,6.75,0,17.0
87392,87480,6,8,18,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.91,6.75,0,17.0
87348,87498,6,8,18,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,5.48,0.0,1,57.0
87430,87524,6,8,18,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.23,14.26,0,55.0
87505,87569,6,8,19,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.07,0.75,0,6.0
87332,87574,6,8,19,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,2138.3,2,21.17,0.0,0,142.0
